name,email,branch,phoneNo,dob,fatherName,motherName,rollNo,slotNumber
Johnny Reyes,johnny.reyes@mail.com,IT,9858559951,2007-07-23,Sean Reyes,Julie Reyes,2021ECE1887,1
Mary Guzman,mary.guzman@outlook.com,ECE,9825789043,2005-06-28,Milton Guzman,Ruth Guzman,2020EE1888,1
Robert Lowry,robert.lowry@mail.com,CH,9802416520,2001-11-29,Steve Lowry,Melba Lowry,2023EE1889,1
Brenda Brackett,brenda.brackett@outlook.com,CH,9816338997,2002-10-09,Paul Brackett,Hilda Brackett,2022CE1890,1
Carol Stanley,carol.stanley@gmail.com,EE,9796284590,2007-08-10,Raymond Stanley,Diane Stanley,2022CE1891,2
Anna Brown,anna.brown@gmail.com,CSE,9822323288,2003-04-06,Robert Brown,Gail Brown,2021EE1892,2
Gary Jaffe,gary.jaffe@yahoo.com,ECE,9837390530,2000-10-27,Werner Jaffe,Susan Jaffe,2021CE1893,2
Gregory Long,gregory.long@outlook.com,CH,9807177836,2004-09-12,Ernest Long,Tonya Long,2022CE1894,1
Beverly Thomas,beverly.thomas@outlook.com,IT,9858506592,2003-02-26,Charles Thomas,Patricia Thomas,2020CE1895,1
Chris Gonzalez,chris.gonzalez@mail.com,CE,9858075266,2000-05-02,Barry Gonzalez,Celia Gonzalez,2021EE1896,2
Lucy Story,lucy.story@student.edu,ME,9803681133,2008-08-26,Robert Story,Monica Story,2020ECE1897,1
Loretta Maheu,loretta.maheu@outlook.com,ME,9861882110,2003-02-25,Donald Maheu,Vicky Maheu,2023ME1898,1
Larry Vanhoy,larry.vanhoy@student.edu,AE,9860234195,2008-12-02,Joseph Vanhoy,Dolores Vanhoy,2023EE1899,2
Richard Kinnaman,richard.kinnaman@mail.com,AE,9818481432,2001-03-26,Steven Kinnaman,Emily Kinnaman,2022CSE1900,1
Rocco Carr,rocco.carr@gmail.com,CH,9839733020,2006-09-11,Edward Carr,Debra Carr,2022ME1901,2
John Anderson,john.anderson@yahoo.com,ECE,9824573359,2007-04-30,Curtis Anderson,Rebecca Anderson,2023ECE1902,2
William Bolton,william.bolton@mail.com,CH,9843255647,2006-11-16,Monroe Bolton,Martha Bolton,2024CE1903,2
Jose Jackson,jose.jackson@gmail.com,CH,9852154897,2006-05-26,Jay Jackson,Lisa Jackson,2024CE1904,1
Irene Foley,irene.foley@outlook.com,EE,9875879167,2004-02-28,Guadalupe Foley,Leigh Foley,2021EE1905,1
Brian Greene,brian.greene@mail.com,EE,9796163704,2003-11-05,Brent Greene,Kathleen Greene,2024ECE1906,2
Vicky Morel,vicky.morel@yahoo.com,CSE,9823701089,2005-01-11,Kenneth Morel,Ellen Morel,2021ME1907,1
Flora Fraley,flora.fraley@gmail.com,IT,9869717466,2008-02-12,Mack Fraley,Ada Fraley,2020ECE1908,2
Alma Wade,alma.wade@yahoo.com,CE,9781448582,2008-09-03,Charles Wade,Jeanette Wade,2021EE1909,2
Katherine Gutierrez,katherine.gutierrez@yahoo.com,CH,9796583965,2007-03-06,Jerry Gutierrez,Nancy Gutierrez,2022ECE1910,2
Fred French,fred.french@yahoo.com,ECE,9812245623,2006-05-29,David French,Barbara French,2020ECE1911,1
Cheryl Golden,cheryl.golden@yahoo.com,ECE,9799406019,2002-04-04,Joseph Golden,Margaret Golden,2024EE1912,2
Mary Pitts,mary.pitts@gmail.com,AE,9853452018,2004-08-25,Jose Pitts,Patricia Pitts,2024ECE1913,1
James Bruce,james.bruce@mail.com,CSE,9854625449,2008-11-08,Eric Bruce,Monika Bruce,2022EE1914,2
Sam Chavez,sam.chavez@yahoo.com,EE,9791188543,2000-02-26,Arthur Chavez,Lindsay Chavez,2022ME1915,2
Sharon Toler,sharon.toler@student.edu,ECE,9788402354,2000-09-09,John Toler,Deborah Toler,2020EE1916,2
Vera Mayer,vera.mayer@student.edu,CH,9839030354,2008-03-31,James Mayer,Inez Mayer,2020ECE1917,1
Thomas Siciliano,thomas.siciliano@outlook.com,CE,9791900879,2005-02-23,Joseph Siciliano,Miriam Siciliano,2022CSE1918,2
James Lopez,james.lopez@mail.com,ECE,9820203727,2005-12-14,David Lopez,Judith Lopez,2023EE1919,1
Darlene Thrift,darlene.thrift@outlook.com,AE,9875939175,2002-10-01,Michael Thrift,Kimberly Thrift,2021CE1920,2
Graham North,graham.north@outlook.com,AE,9877223847,2004-09-11,John North,Lorraine North,2023ME1921,2
Noel Duponte,noel.duponte@outlook.com,EE,9826995888,2004-10-03,Joe Duponte,Shalonda Duponte,2023CE1922,2
Estela Treadwell,estela.treadwell@gmail.com,ECE,9866720005,2005-03-01,Chuck Treadwell,Christina Treadwell,2023CSE1923,2
Edward Jarrell,edward.jarrell@gmail.com,AE,9853300257,2004-07-20,Matthew Jarrell,Pamela Jarrell,2020CSE1924,2
John Basey,john.basey@gmail.com,ME,9860364147,2001-11-02,Kenneth Basey,Julie Basey,2023CE1925,2
Lorna Ransdell,lorna.ransdell@yahoo.com,CE,9811520092,2001-12-26,Curtis Ransdell,Sharon Ransdell,2021ME1926,2
Shirley Heinen,shirley.heinen@yahoo.com,CH,9796010733,2004-09-01,Jasper Heinen,Tammie Heinen,2023CSE1927,1
Nathaniel Cervantes,nathaniel.cervantes@mail.com,CSE,9879026172,2005-05-30,Antonio Cervantes,Emogene Cervantes,2021EE1928,2
Mario Nichols,mario.nichols@student.edu,IT,9817829026,2006-04-15,Harold Nichols,Tomeka Nichols,2020CSE1929,1
Linda Rowan,linda.rowan@gmail.com,EE,9824364616,2006-10-06,Curtis Rowan,Tammy Rowan,2021CE1930,2
Jennifer Burnett,jennifer.burnett@mail.com,AE,9799785372,2005-03-22,Bradley Burnett,Yuki Burnett,2023EE1931,1
Sylvia Hare,sylvia.hare@student.edu,EE,9841601700,2000-03-12,Bennie Hare,Shawna Hare,2022ECE1932,2
Cynthia Clapp,cynthia.clapp@yahoo.com,AE,9829274991,2008-07-26,Federico Clapp,Holly Clapp,2020ME1933,2
Patricia Landry,patricia.landry@student.edu,CSE,9867355656,2007-07-16,Jose Landry,Rosemary Landry,2022CSE1934,1
Kyle Miller,kyle.miller@outlook.com,EE,9851405215,2000-10-23,Woodrow Miller,Ruth Miller,2020CE1935,1
Ernest Fisher,ernest.fisher@yahoo.com,CE,9805801741,2007-10-28,Daniel Fisher,Mary Fisher,2023ECE1936,1
Sherrell Carpenter,sherrell.carpenter@student.edu,CH,9822650894,2004-11-29,David Carpenter,Irene Carpenter,2022EE1937,1
Alison King,alison.king@gmail.com,ME,9817961016,2001-03-09,Omar King,Charlotte King,2021EE1938,1
Diane Henderson,diane.henderson@gmail.com,EE,9852995515,2000-05-02,Ronald Henderson,Meaghan Henderson,2022ECE1939,1
Donald Baird,donald.baird@outlook.com,IT,9837852213,2007-08-05,Joshua Baird,Francine Baird,2023ME1940,2
Sally Huitink,sally.huitink@mail.com,EE,9783010630,2008-11-11,Danny Huitink,Charlotte Huitink,2024CSE1941,2
Julia Beatty,julia.beatty@gmail.com,ECE,9819748400,2008-07-31,Scott Beatty,Barbara Beatty,2020CSE1942,1
Bertha Batchelor,bertha.batchelor@yahoo.com,EE,9876603338,2007-11-29,Stanley Batchelor,Jeanie Batchelor,2024EE1943,1
Erica Houghton,erica.houghton@yahoo.com,AE,9780082403,2005-10-12,William Houghton,Joanne Houghton,2021EE1944,2
Kathryn Mazza,kathryn.mazza@yahoo.com,CSE,9853273827,2003-07-09,Edgar Mazza,Sharon Mazza,2024CSE1945,1
Brenda Vazquez,brenda.vazquez@yahoo.com,ME,9801296131,2004-02-04,Elliot Vazquez,Georgina Vazquez,2020CSE1946,2
Ernesto Delatorre,ernesto.delatorre@mail.com,EE,9811362106,2006-11-12,Anthony Delatorre,Melisa Delatorre,2022ECE1947,1
Donald Smith,donald.smith@gmail.com,CH,9793110072,2006-02-13,Genaro Smith,Mildred Smith,2024CSE1948,2
Matthew Matthews,matthew.matthews@mail.com,EE,9852817659,2008-07-30,Rodney Matthews,Jillian Matthews,2022CSE1949,1
Jose Manske,jose.manske@student.edu,IT,9851959828,2004-09-04,Pete Manske,Jessie Manske,2023CSE1950,2
Carol Marrs,carol.marrs@mail.com,AE,9820196886,2007-01-10,Lonny Marrs,Mariko Marrs,2020CE1951,2
Bradly Edmonds,bradly.edmonds@student.edu,CSE,9875468460,2001-10-25,Edward Edmonds,Shannon Edmonds,2021EE1952,1
Dennis Garcia,dennis.garcia@gmail.com,CSE,9795058832,2004-12-26,Randy Garcia,Toni Garcia,2023CE1953,1
Yvonne Garcia,yvonne.garcia@outlook.com,AE,9879427115,2002-07-30,Peter Garcia,Ruby Garcia,2023EE1954,1
Michael Weyandt,michael.weyandt@student.edu,CH,9840341284,2005-07-12,Donald Weyandt,Jeanette Weyandt,2023CSE1955,2
Leroy Marte,leroy.marte@mail.com,ME,9817777722,2000-06-15,Bill Marte,Nellie Marte,2020CSE1956,1
Cheryl Farfaglia,cheryl.farfaglia@outlook.com,CH,9870546912,2003-07-02,Les Farfaglia,Marion Farfaglia,2024EE1957,2
James Ashcraft,james.ashcraft@gmail.com,CSE,9872357074,2003-07-03,Ricardo Ashcraft,Lisa Ashcraft,2020EE1958,1
Michelle Solomon,michelle.solomon@student.edu,CSE,9842469777,2007-09-11,William Solomon,Arianna Solomon,2024ME1959,2
Kathleen Crockwell,kathleen.crockwell@yahoo.com,CH,9868346050,2006-12-02,Charles Crockwell,Pamela Crockwell,2020ME1960,1
Kay Remiszewski,kay.remiszewski@outlook.com,CSE,9782992426,2008-09-30,Michael Remiszewski,Pamela Remiszewski,2021EE1961,2
Jennifer Petrash,jennifer.petrash@outlook.com,ECE,9875585117,2006-07-23,Francisco Petrash,Rachel Petrash,2023ME1962,2
Alison Thomas,alison.thomas@mail.com,CE,9862404558,2004-09-16,Stephen Thomas,Donna Thomas,2023EE1963,2
Alma Lewis,alma.lewis@student.edu,IT,9821992146,2005-01-15,Thomas Lewis,Rosa Lewis,2021ECE1964,2
Alexander Phillips,alexander.phillips@student.edu,ME,9780634353,2000-03-17,Victor Phillips,Guadalupe Phillips,2024ME1965,2
Samantha Funk,samantha.funk@yahoo.com,EE,9817208776,2005-06-09,Ricardo Funk,Bridget Funk,2022EE1966,1
James Toller,james.toller@outlook.com,IT,9836902775,2003-02-07,Bernard Toller,Mary Toller,2020CSE1967,2
Steven Christenson,steven.christenson@yahoo.com,EE,9804542662,2007-12-15,Brent Christenson,Lyla Christenson,2023ME1968,1
Michelle Diem,michelle.diem@mail.com,CH,9864176009,2002-07-23,Scott Diem,Debra Diem,2024EE1969,2
Roy Robotham,roy.robotham@yahoo.com,IT,9808627796,2004-04-08,Martin Robotham,Connie Robotham,2023CE1970,1
Robert Yee,robert.yee@outlook.com,EE,9797388190,2001-11-29,Allen Yee,Dorothy Yee,2023ECE1971,1
Jeffrey Watson,jeffrey.watson@mail.com,CE,9849376715,2005-09-26,Rodney Watson,Pam Watson,2021EE1972,2
Kimberly Bucknell,kimberly.bucknell@outlook.com,CH,9845836506,2006-09-20,Justin Bucknell,Debra Bucknell,2021EE1973,1
Edward Witt,edward.witt@gmail.com,AE,9799725996,2008-05-09,Leonardo Witt,Angela Witt,2023CE1974,1
Linda Blackmon,linda.blackmon@gmail.com,EE,9821081303,2008-03-06,Robert Blackmon,Jennifer Blackmon,2024EE1975,2
Jacob Halstead,jacob.halstead@gmail.com,CE,9818591420,2003-08-30,Juan Halstead,Nadine Halstead,2023CSE1976,1
Jeanne Burton,jeanne.burton@gmail.com,CH,9853777438,2007-02-23,Cesar Burton,Marie Burton,2022CSE1977,1
Jonathan Smith,jonathan.smith@gmail.com,CH,9878017629,2005-10-30,Mitchell Smith,Jolene Smith,2023ME1978,1
Joseph Walczak,joseph.walczak@student.edu,CSE,9839353922,2000-06-28,Richard Walczak,Barbara Walczak,2021ME1979,2
Mary Phillips,mary.phillips@student.edu,AE,9860849284,2001-11-18,Michael Phillips,Anita Phillips,2024ME1980,1
Samuel Beaudoin,samuel.beaudoin@mail.com,EE,9872776777,2008-01-01,Karl Beaudoin,Nora Beaudoin,2020CE1981,2
Angie Dennard,angie.dennard@outlook.com,ECE,9806569004,2006-04-28,Phillip Dennard,Alice Dennard,2024ECE1982,2
Mary Stemp,mary.stemp@outlook.com,ME,9864509529,2006-03-24,Eugene Stemp,Marie Stemp,2022ECE1983,1
Christy Ham,christy.ham@student.edu,ME,9817401647,2006-11-12,Elliott Ham,Gina Ham,2020EE1984,1
Larry Thomas,larry.thomas@mail.com,EE,9867630699,2002-08-24,Todd Thomas,Kendra Thomas,2024ME1985,2
Melissa Walter,melissa.walter@yahoo.com,CE,9817494940,2006-05-22,Marvin Walter,Marilyn Walter,2020EE1986,1
Pearl Krebs,pearl.krebs@outlook.com,ECE,9864981054,2001-10-15,Efren Krebs,Aida Krebs,2021ECE1987,1
Connie Garza,connie.garza@student.edu,CSE,9870935867,2000-07-09,Joseph Garza,Diane Garza,2023ECE1988,2
Kris Jensen,kris.jensen@mail.com,ECE,9864419722,2008-08-06,Brendan Jensen,Mary Jensen,2023CSE1989,2
Muriel Howard,muriel.howard@yahoo.com,CE,9798320879,2002-03-04,Robert Howard,Vicki Howard,2021EE1990,1
Maria Parramore,maria.parramore@student.edu,EE,9862729906,2000-06-08,Alexander Parramore,Kristy Parramore,2021CE1991,1
Mary Morris,mary.morris@gmail.com,CE,9836231806,2002-06-21,Richard Morris,Brenda Morris,2020ECE1992,1
David Horn,david.horn@gmail.com,ECE,9833143119,2008-01-02,Donald Horn,Willie Horn,2020CE1993,2
Pansy Chitwood,pansy.chitwood@student.edu,ME,9833645572,2006-02-25,Jacob Chitwood,Mary Chitwood,2021ME1994,1
Alica Berlinski,alica.berlinski@mail.com,EE,9836300968,2000-08-15,Robert Berlinski,Tracy Berlinski,2023EE1995,1
Timothy Taylor,timothy.taylor@student.edu,ECE,9827687591,2004-04-24,Ralph Taylor,Theresa Taylor,2021CE1996,1
Eugene Navarro,eugene.navarro@student.edu,CH,9859473021,2004-04-16,David Navarro,Rebecca Navarro,2022CE1997,1
Dianne Leal,dianne.leal@gmail.com,ECE,9870557669,2004-10-03,Lawrence Leal,Mindy Leal,2022EE1998,2
Maria Lira,maria.lira@student.edu,CSE,9813834329,2003-07-24,Giovanni Lira,Margaret Lira,2020EE1999,1
